Num,Product Sales,Ln(Streamer Popularity),Ln(Streamer Experience),Ln(Video Live Comments),Ln(Video Average Price),Ln(Video Duration),Ln(Product Price,Ln(Product Discount),Ln(Product Duration),Category,Temporal Embedding,Emotional Volatility,Product Trial,Interaction Prompt
655,5406,17.606495,6.025866,8.2030306,5.5207806,9.6571398,6.6346335,3.9318256,5.2781148,1,0.8194055,0.35897437,1,0
